support;itemsets
1.0;[3658, 2708, 2742, 2744, 4124]
1.0;[4066, 2708, 2742, 2744, 4124]
1.0;[4068, 2708, 2742, 2744, 4124]
1.0;[3658, 2708, 2742, 4026, 4124]
1.0;[4066, 2708, 2742, 4026, 4124]
1.0;[4068, 2708, 2742, 4026, 4124]
1.0;[4068, 3658, 2708, 2742, 4124]
1.0;[4066, 2708, 3636, 2742, 2744]
1.0;[4066, 4068, 2708, 2742, 4124]
1.0;[3658, 2708, 2744, 4026, 4124]
1.0;[4066, 2708, 2744, 4026, 4124]
1.0;[4068, 2708, 2744, 4026, 4124]
1.0;[4066, 3658, 2708, 2744, 4124]
1.0;[4068, 3658, 2708, 2744, 4124]
1.0;[4066, 4068, 2708, 2744, 4124]
1.0;[4066, 3658, 2708, 4026, 4124]
1.0;[4068, 3658, 2708, 4026, 4124]
1.0;[4066, 4068, 2708, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 4124]
1.0;[2708, 3636, 2742, 2744, 4026]
1.0;[3658, 2708, 3636, 2742, 2744]
1.0;[2708, 4066, 4068, 3658]
1.0;[2708, 4026, 4068, 4066]
1.0;[2708, 4026, 4068, 3658]
1.0;[4120, 2708, 4124, 2742]
1.0;[4066, 2708, 2742]
1.0;[2708, 4068, 2742]
1.0;[2744, 4026, 2708]
1.0;[2744, 3658, 2708]
1.0;[2744, 4066, 2708]
1.0;[2744, 2708, 4068]
1.0;[4026, 2708, 3658]
1.0;[4026, 2708, 4066]
1.0;[2708, 4026, 4068]
1.0;[4066, 2708, 3658]
1.0;[2708, 3658, 4068]
1.0;[2708, 4066, 4068]
1.0;[4120, 2708, 4124, 3636]
1.0;[2744, 4120, 4124, 2708]
1.0;[4026, 2708, 2742]
1.0;[4120, 2708, 4026, 4124]
1.0;[4120, 2708, 3658, 4124]
1.0;[4120, 2708, 4066, 4124]
1.0;[4120, 4068, 4124, 2708]
1.0;[4120, 2708, 3636, 2742]
1.0;[2744, 4120, 3636, 2708]
1.0;[4120, 2708, 4026, 3636]
1.0;[4120, 2708, 3658, 3636]
1.0;[4120, 2708, 4066, 3636]
1.0;[4120, 2708, 4068, 3636]
1.0;[2744, 4120, 2708, 2742]
1.0;[4120, 4026, 2708, 2742]
1.0;[4120, 3658, 2708, 2742]
1.0;[3658, 2708, 2742]
1.0;[2744, 2708, 2742]
1.0;[4120, 2708, 4068, 2742]
1.0;[4120, 3658, 2708]
1.0;[2708, 4124]
1.0;[2708, 3636]
1.0;[2708, 2742]
1.0;[2744, 2708]
1.0;[4026, 2708]
1.0;[3658, 2708]
1.0;[4066, 2708]
1.0;[2708, 4068]
1.0;[4120, 2708, 4124]
1.0;[4120, 2708, 3636]
1.0;[4120, 2708, 2742]
1.0;[2744, 4120, 2708]
1.0;[4120, 4026, 2708]
1.0;[4120, 4066, 2708]
1.0;[2708, 4068, 3636]
1.0;[4120, 2708, 4068]
1.0;[2708, 4124, 3636]
1.0;[2708, 4124, 2742]
1.0;[2744, 2708, 4124]
1.0;[2708, 4026, 4124]
1.0;[2708, 3658, 4124]
1.0;[2708, 4066, 4124]
1.0;[4068, 2708, 4124]
1.0;[2708, 3636, 2742]
1.0;[2744, 2708, 3636]
1.0;[2708, 4026, 3636]
1.0;[2708, 3658, 3636]
1.0;[2708, 4066, 3636]
1.0;[4120, 4066, 2708, 2742]
1.0;[2744, 4120, 4026, 2708]
1.0;[4026, 2708, 3658, 4066]
1.0;[2744, 3658, 2708, 2742]
1.0;[2708, 4066, 3636, 2742]
1.0;[2708, 4068, 3636, 2742]
1.0;[2744, 2708, 4026, 3636]
1.0;[2744, 2708, 3658, 3636]
1.0;[2744, 2708, 4066, 3636]
1.0;[2744, 2708, 4068, 3636]
1.0;[2708, 4026, 3636, 3658]
1.0;[2708, 4026, 3636, 4066]
1.0;[2708, 4026, 4068, 3636]
1.0;[2708, 3658, 3636, 4066]
1.0;[2708, 3658, 4068, 3636]
1.0;[2708, 4066, 4068, 3636]
1.0;[2744, 4026, 2708, 2742]
1.0;[2744, 4066, 2708, 2742]
1.0;[2708, 4026, 3636, 2742]
1.0;[2744, 2708, 4068, 2742]
1.0;[4026, 2708, 3658, 2742]
1.0;[2708, 4026, 2742, 4066]
1.0;[2708, 4026, 4068, 2742]
1.0;[4066, 2708, 3658, 2742]
1.0;[2708, 3658, 4068, 2742]
1.0;[2708, 4066, 4068, 2742]
1.0;[2744, 4026, 2708, 3658]
1.0;[2744, 4026, 2708, 4066]
1.0;[2744, 2708, 4026, 4068]
1.0;[2744, 4066, 2708, 3658]
1.0;[2744, 2708, 3658, 4068]
1.0;[2744, 2708, 4066, 4068]
1.0;[2708, 3658, 3636, 2742]
1.0;[2744, 2708, 3636, 2742]
1.0;[2744, 4120, 3658, 2708]
1.0;[2708, 4068, 4124, 3636]
1.0;[2744, 4120, 4066, 2708]
1.0;[2744, 4120, 4068, 2708]
1.0;[4120, 4026, 2708, 3658]
1.0;[4120, 4026, 2708, 4066]
1.0;[4120, 2708, 4026, 4068]
1.0;[4120, 4066, 2708, 3658]
1.0;[4120, 2708, 3658, 4068]
1.0;[4120, 2708, 4066, 4068]
1.0;[2708, 4124, 3636, 2742]
1.0;[2744, 2708, 4124, 3636]
1.0;[2708, 4026, 4124, 3636]
1.0;[2708, 3658, 4124, 3636]
1.0;[2708, 4066, 4124, 3636]
1.0;[2744, 2708, 4124, 2742]
1.0;[4068, 2708, 4066, 4124]
1.0;[2708, 4026, 4124, 2742]
1.0;[2708, 3658, 4124, 2742]
1.0;[2708, 4066, 4124, 2742]
1.0;[4068, 2708, 4124, 2742]
1.0;[2744, 2708, 4026, 4124]
1.0;[2744, 2708, 3658, 4124]
1.0;[2744, 2708, 4066, 4124]
1.0;[2744, 4068, 4124, 2708]
1.0;[2708, 4026, 4124, 3658]
1.0;[2708, 4026, 4124, 4066]
1.0;[4068, 2708, 4026, 4124]
1.0;[2708, 3658, 4124, 4066]
1.0;[2708, 3658, 4068, 4124]
1.0;[4066, 4068, 3658, 2708, 4026]
1.0;[2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[3658, 2708, 3636, 2742, 4120, 4124]
1.0;[4068, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4120]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4120]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4120]
1.0;[4066, 3658, 2708, 3636, 2742, 4120, 4026]
1.0;[4068, 3658, 2708, 3636, 2742, 4120, 4026]
1.0;[4066, 4068, 2708, 3636, 2742, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4120]
1.0;[4066, 3658, 2708, 3636, 2744, 4120, 4026]
1.0;[4068, 3658, 2708, 3636, 2744, 4120, 4026]
1.0;[4066, 4068, 2708, 3636, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4120]
1.0;[4066, 4068, 3658, 2708, 3636, 4120, 4026]
1.0;[4066, 3658, 2708, 2742, 2744, 4120, 4026]
1.0;[4068, 3658, 2708, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 2708, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4120]
1.0;[4066, 4068, 3658, 2708, 2742, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 2744, 4120, 4026]
1.0;[3658, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4066, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4068, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4124]
1.0;[4066, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[3658, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 4120, 4026, 4124]
1.0;[4066, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4068, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 4120, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 4120, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 4120, 4124]
1.0;[3658, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4066, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4068, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2744, 4120, 4124]
1.0;[4068, 3658, 2708, 3636, 2744, 4120, 4124]
1.0;[4066, 4068, 2708, 3636, 2744, 4120, 4124]
1.0;[4066, 3658, 2708, 3636, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 4120, 4124]
1.0;[4066, 4068, 3658, 2708, 2744, 4120, 4124]
1.0;[3658, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4068, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 2744, 4120, 4124]
1.0;[4068, 3658, 2708, 2742, 2744, 4120, 4124]
1.0;[4066, 4068, 2708, 2742, 2744, 4120, 4124]
1.0;[4066, 3658, 2708, 2742, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 4120, 4124]
1.0;[4066, 3658, 2708, 2744, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2744, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4120, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4120]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4120, 4026]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4026, 4124]
1.0;[4068, 3658, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4026]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066]
1.0;[4066, 4068, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 2744, 4026, 4124]
1.0;[4068, 3658, 2708, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 2744, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2744, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4026]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4026]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4026]
1.0;[3658, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 4120, 4026, 4124]
1.0;[4066, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4068, 2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4066, 3658, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 4120, 4124]
1.0;[4066, 3658, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 2744, 4120, 4124]
1.0;[3658, 2708, 3636, 2742, 4120, 4026, 4124]
1.0;[4068, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4066, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4066, 3658, 2708, 3636, 2744, 4120]
1.0;[2708, 3636, 2742, 2744, 4120, 4026]
1.0;[3658, 2708, 3636, 2742, 2744, 4120]
1.0;[4066, 2708, 3636, 2742, 2744, 4120]
1.0;[4068, 3636, 2708, 2742, 2744, 4120]
1.0;[3658, 2708, 3636, 2742, 4120, 4026]
1.0;[4066, 3636, 2708, 2742, 4120, 4026]
1.0;[4068, 2708, 3636, 2742, 4120, 4026]
1.0;[4066, 3658, 3636, 2708, 2742, 4120]
1.0;[4068, 3658, 2708, 3636, 2742, 4120]
1.0;[4066, 4068, 2708, 3636, 2742, 4120]
1.0;[3658, 2708, 3636, 2744, 4120, 4026]
1.0;[4066, 2708, 3636, 2744, 4120, 4026]
1.0;[4068, 2708, 3636, 2744, 4120, 4026]
1.0;[4068, 3658, 2708, 3636, 2744, 4120]
1.0;[4066, 4068, 2708, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 2744, 4120]
1.0;[4066, 3658, 2708, 3636, 4120, 4026]
1.0;[4068, 3658, 2708, 3636, 4120, 4026]
1.0;[4066, 4068, 2708, 3636, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 4120]
1.0;[3658, 2708, 2742, 2744, 4120, 4026]
1.0;[4066, 2708, 2742, 2744, 4120, 4026]
1.0;[4068, 2708, 2742, 2744, 4120, 4026]
1.0;[4066, 3658, 2708, 2742, 2744, 4120]
1.0;[4068, 3658, 2708, 2742, 2744, 4120]
1.0;[4066, 4068, 2708, 2742, 2744, 4120]
1.0;[4066, 3658, 2708, 2742, 4120, 4026]
1.0;[4068, 3658, 2708, 2742, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 4120, 4124]
1.0;[4068, 3658, 2708, 4120, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2742, 4120]
1.0;[3658, 2708, 2742, 2744, 4120, 4124]
1.0;[4066, 2708, 3636, 2742, 4120, 4124]
1.0;[4068, 2708, 3636, 2742, 4120, 4124]
1.0;[2708, 3636, 2744, 4120, 4026, 4124]
1.0;[3658, 2708, 3636, 2744, 4120, 4124]
1.0;[4066, 2708, 3636, 2744, 4120, 4124]
1.0;[4068, 2708, 3636, 2744, 4120, 4124]
1.0;[3658, 2708, 3636, 4120, 4026, 4124]
1.0;[4066, 2708, 3636, 4120, 4026, 4124]
1.0;[4068, 2708, 3636, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 4120, 4124]
1.0;[4068, 3658, 2708, 3636, 4120, 4124]
1.0;[4066, 4068, 2708, 3636, 4120, 4124]
1.0;[2708, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 2708, 2742, 2744, 4120, 4124]
1.0;[4066, 3658, 2708, 4120, 4026, 4124]
1.0;[4068, 2708, 2742, 2744, 4120, 4124]
1.0;[3658, 2708, 2742, 4120, 4026, 4124]
1.0;[4066, 2708, 2742, 4120, 4026, 4124]
1.0;[4068, 2708, 2742, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 4120, 4124]
1.0;[4068, 3658, 2708, 2742, 4120, 4124]
1.0;[4066, 4068, 2708, 2742, 4120, 4124]
1.0;[3658, 2708, 2744, 4120, 4026, 4124]
1.0;[4066, 2708, 2744, 4120, 4026, 4124]
1.0;[4068, 2708, 2744, 4120, 4026, 4124]
1.0;[4066, 3658, 2708, 2744, 4120, 4124]
1.0;[4068, 3658, 2708, 2744, 4120, 4124]
1.0;[4066, 4068, 2708, 2744, 4120, 4124]
1.0;[4066, 4068, 2708, 2742, 4120, 4026]
1.0;[4066, 3658, 2708, 2744, 4120, 4026]
1.0;[3658, 2708, 3636, 2742, 2744, 4120, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 4026]
1.0;[4066, 4068, 3658, 2708, 2742, 4124]
1.0;[4066, 3658, 2708, 2744, 4026, 4124]
1.0;[4068, 3658, 2708, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 2744, 4124]
1.0;[4066, 4068, 3658, 2708, 4026, 4124]
1.0;[3658, 2708, 3636, 2742, 2744, 4026]
1.0;[4066, 3636, 2708, 2742, 2744, 4026]
1.0;[4068, 2708, 3636, 2742, 2744, 4026]
1.0;[4066, 3658, 3636, 2708, 2742, 2744]
1.0;[4068, 3658, 2708, 3636, 2742, 2744]
1.0;[4066, 4068, 2708, 3636, 2742, 2744]
1.0;[4066, 3658, 3636, 2708, 2742, 4026]
1.0;[4066, 4068, 3636, 2708, 2742, 4026]
1.0;[4068, 3658, 2708, 2742, 4026, 4124]
1.0;[4066, 4068, 3658, 3636, 2708, 2742]
1.0;[4066, 3658, 2708, 3636, 2744, 4026]
1.0;[4068, 3658, 2708, 3636, 2744, 4026]
1.0;[4066, 4068, 2708, 3636, 2744, 4026]
1.0;[4066, 4068, 3658, 2708, 3636, 2744]
1.0;[4066, 4068, 3658, 2708, 3636, 4026]
1.0;[4066, 3658, 2708, 2742, 2744, 4026]
1.0;[4068, 3658, 2708, 2742, 2744, 4026]
1.0;[4066, 4068, 2708, 2742, 2744, 4026]
1.0;[4066, 4068, 3658, 2708, 2742, 2744]
1.0;[4066, 4068, 3658, 2708, 2742, 4026]
1.0;[4066, 4068, 3658, 2708, 2744, 4026]
1.0;[2708, 3636, 2742, 2744, 4120, 4026, 4124]
1.0;[4066, 4068, 2708, 2742, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 4026, 4124]
1.0;[4068, 3658, 2708, 2744, 4120, 4026]
1.0;[3658, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 2744, 4120, 4026]
1.0;[4066, 4068, 3658, 2708, 2744, 4120]
1.0;[4066, 4068, 3658, 2708, 4120, 4026]
1.0;[2708, 3636, 2742, 2744, 4026, 4124]
1.0;[3658, 2708, 3636, 2742, 2744, 4124]
1.0;[4066, 2708, 3636, 2742, 2744, 4124]
1.0;[4068, 2708, 3636, 2742, 2744, 4124]
1.0;[3658, 2708, 3636, 2742, 4026, 4124]
1.0;[4066, 3636, 2708, 2742, 4026, 4124]
1.0;[4068, 2708, 3636, 2742, 4026, 4124]
1.0;[4066, 3658, 3636, 2708, 2742, 4124]
1.0;[4068, 3658, 2708, 3636, 2742, 4124]
1.0;[4066, 4068, 2708, 3636, 2742, 4124]
1.0;[4066, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 4068, 2708, 2742, 2744, 4124]
1.0;[4068, 2708, 3636, 2744, 4026, 4124]
1.0;[4066, 3658, 2708, 3636, 2744, 4124]
1.0;[4068, 3658, 2708, 3636, 2744, 4124]
1.0;[4066, 4068, 2708, 3636, 2744, 4124]
1.0;[4066, 3658, 2708, 3636, 4026, 4124]
1.0;[4068, 3658, 2708, 3636, 4026, 4124]
1.0;[4066, 4068, 2708, 3636, 4026, 4124]
1.0;[4066, 4068, 3658, 2708, 3636, 4124]
1.0;[3658, 2708, 2742, 2744, 4026, 4124]
1.0;[4066, 2708, 2742, 2744, 4026, 4124]
1.0;[4068, 2708, 2742, 2744, 4026, 4124]
1.0;[4066, 3658, 2708, 2742, 2744, 4124]
1.0;[4068, 3658, 2708, 2742, 2744, 4124]
1.0;[4120, 2708]
1.0;[4066, 4068, 3658, 2708, 3636, 2742, 2744, 4026, 4124]
1.0;[4066, 4068, 3658, 3636, 2742, 2744, 4120, 4026]
1.0;[2744, 4066, 4124, 2742]
1.0;[4068, 4124, 3636, 2742]
1.0;[2744, 4026, 4124, 3636]
